CS04033	计算机系统
CS04034	操作系统
CS05014N	嵌入式计算机系统
CS05052	算法分析与设计H
CS05062	数据库系统
CS05063	计算机网络
CS05064	数字媒体系统实验
CS05065	计算机网络技术
CS05067	编译技术
CS05074	计算机网络
CS05076	数据库原理
CS05078	计算机网络系统结构
CS05082	计算机网络
CS05083	数据库系统
CS05084	安全系统实验
CS05103	计算机网络
CS05104	数据库系统
CS06058	软件测试技术
CS06083	网络编程技术
CS06116	虚拟现实
CS06126	软件系统集成
CS06130	网络信息安全
CS06133	软件需求工程
CS06138	计算理论导论
CS06142	云计算技术
CS06145	数据智能处理
CS06148	分布式与云计算系统
CS06152	机器智能
CS06154	嵌入式数据库系统
CS06157	SOC设计与实现
CS06161	数字图像处理
CS06165	物联网通信技术
CS06169	信号处理基础
CS06180	信息系统安全
CS06189	机器学习
CS10023N	毕业实习
CS10024	数据库系统设计
CS10026	毕业设计（含导师课程）
CS10035	交换机/路由器实验
CS10049	电子测试平台与工具2
EI04040	计算机组成与设计
EI04041	信息与通信中的数学基础
EI04043	信号与系统
EI05005N	通信原理
EI05016	无线通信原理
EI05017	通信电路
EI05041	模拟电子线路
EI06037	光纤通信原理A
EI06045	数字图像处理A
EI06104	现代通信光电子学
EI06106	微波与天线原理
EI06108	集成电路设计
EI06116	计算机通信网
EI06118	计算机通信网络
FI03001	数据库原理及应用
FI04014	C++程序设计语言
FI06088	数据库原理与应用
GE01093	计算机导论A
GE01163	计算与人工智能概论
GE11036	计算的智能
GE11042	数据可视化
GE11054	管理信息系统:数字化企业  
GE12006	ACM大学生程序设计
GE13063	FORTRAN语言编程实践
GE14174	专业PPT设计
GE14175	数据处理与分析
GE14196	优雅的使用Matlab进行机器学习
GE14205	Verilog HDL高级数字设计
GE14206	量子科技发展简史
GE14207	计算机先进技术
GE17003	“互联网+”双创课堂
GE17008	大数据技术与应用
GE17128	智能机器人系统设计实践
GE18016	Word文档编辑专家
PR01014	计算机基础（2）
GE14060	历史学通论
GE14143	古代中国的世界认识
GE14156	印度思想与文化
GE14157	儒家心性智慧与功夫修养
GE14195	幸福论
GE15065	国学经典导读
GE15078	简明中国传统文化
GE15090	《四书》与人生
GE15104	老子的人生智慧
GE15109	古文字与中国文化
GE15125	中国书院文化
GE15129	中国古代医疗史
GE15131	儒学的世界传播与记忆
GE15139	《荀子》导读
GE15140	世界宗教文明
GE15141	禅宗与中国文化
GE15148	如何追寻幸福：哲学作为生活方式
GE15154	多元文明互鉴导论
GE15156	三国历史与人物
GE15157	哲学导论
GE15158	西方的中国经学
GE15159	中国古代的天文与人文
GE16065	中西艺术赏析（全中文授课）
GE18015	文科学术写作与研讨
GE18019	陶瓷鉴赏与古代艺术
HC0418	中国文学流变（2）
HE10008	六艺（一）
HEC0101	《易经》研读 
HEC0103	《尚书》研读
HEC0106	《论语》研读
HEC0107	《孟子》研读
HEC0201	《史记》研读 
HEC0205	《通典》研读
HEC0222	中国通史(2)
HEC0302	《庄子》研读
HEC0304	《朱子语类》研读
HEC0305	《金刚经》《坛经》研读
HEC0319	中国哲学源流（2）
HEC0401	《楚辞》研读
HEC0403	《文心雕龙》研读
HEM0002	中国化马克思主义经典著作选读
HEM0006	《毛泽东选集》研读及调研
HES0001	自然科学经典选读
HEW0001	西方汉学经典选读
HEW0003	西方哲学经典选读
HEW0005	古希腊哲学经典研读
HS03003	历史文选Ⅱ
HS03004	历史文献学
HS03007	考古学通论
HS04006	中华人民共和国史
HS04008	世界中古史
HS04013	中国古代史（下）
HS04015	中国现代史
HS04018	世界现代史
HS05018	中国史学史
HS05019	西方史学史
HS05024	中国经学史
HS05025	中国政治制度史
HS06006	魏晋南北朝史
HS06015	近代中西文化交流史
HS06024	版本目录学
HS06029	中国书院史
HS06034	《周易》导读
HS06035	《四书》选读
HS06045	先秦史
HS06046	秦汉史
HS10009	毕业实习
HS10012	毕业论文
HS10017	导师课程
MOOC084	走进《周易》的世界
PR05004	中国文化概论（2）
CL03001	写作学概论
CL03002	语言学概论
CL03004	文学概论
CL04002	中国古代文学（2）
CL04004	中国古代文学（4）
CL04005	古代汉语（1）
CL04009	中国现当代文学（2）
CL04011	外国文学（2）
CL04013	现代汉语（2）
CL05034	汉语史
CL06018	明清小说选读
CL06032	语言文字信息处理
CL06061	词汇学
CL06064	语言学前沿
CL06068	文学名著电影改编
CL06074	唐诗宋词精读
CL06075	唐宋散文选读
CL06085	胡适精读
CL07007	鲁迅与沈从文研读
CL07012	古代文论
CL07014	汉语史
CL10005	毕业论文
CL10007	实践见习
FL03040	现代汉语
GE01164	写作与沟通
GE15001	唐诗鉴赏
GE15002	宋词鉴赏
GE15004	美学散步
GE15007	中国文学与电影
GE15083	女性文学作品精读
GE15088	文学欣赏
GE15110	全球化时代的文学
GE15126	古典诗词与人生
GE18010	公务文书写作
GE18011	写作与表达：《牡丹亭》与昆曲文化传承
GE18017	写作与表达系列课程
MOOC080	阅读能力提升：方法与实践
PR01002	语文(2)
PR05002	应用写作（2）
PR05006	经典文学作品选读（2）
TF04018	现代汉语
GE01112	心理素质与生涯发展(6)
GE14101	走进积极心理学
GE09048	军事理论
GE02063	岳麓讲坛
GE02100	岳麓讲坛A:中国传统文化
GE02104	岳麓讲坛：艺术与人生
GE02105	岳麓讲坛A:创新创业
GE02107	岳麓讲坛:中国传统文化
GE09021	电工电子实习A
GE09037	电工电子实习B
GE09051	机械工程训练
GE09053	机电技术创新实训
GE09054	工程训练A
GE09055	电工电子实训
GE09056	工程认知
GE09059	机械制造创新实训
GE14167	劳动教育与素养
GE14198	走进工业互联网
MOOC076	激光加工与创意设计
GE14047	大学生健康教育
MOOC066	防艾慕课
RO04002	数字电路与系统设计
RO04004	控制原理与控制系统
RO10004	机器人工程中级实践
GE15059	交响音乐赏析
GE15062	合唱艺术(2)
GE15069	戏剧台词鉴赏
GE16004	文学作品朗诵与赏析
GE16013	生活与戏剧
GE16014	中国民族民间舞蹈鉴赏
GE16015	西方经典戏剧鉴赏
GE16016	基础乐理与视唱
GE16017	声乐艺术（上)
GE16025	声乐演唱与舞台实践
GE16041	大学生高水平艺术团训练与表演（2）
GE16046	走进湖南花鼓戏
GE16047	二胡演奏基础
GE16048	中国民族民间舞蹈基础
GE16049	合唱指挥基础2
GE16050	现代欧美戏剧十讲
GE16051	杂技艺术鉴赏
GE16052	中国民歌鉴赏
GE16054	戏剧导演基础
GE16060	戏剧表演基础
GE16067	小提琴演奏基础
GE16069	中国音乐简史
GE18018	漫游西方音乐史
GE18020	艺术导论
GE18021	长笛演奏基础
GE18022	中外钢琴艺术评析与欣赏
GE03063	管理学
GE14011	社会学导论
GE14094	社会学与社会生活十二讲
GE14189	人口的奥秘：现代人口学通识
PA04002	社会学概论
PA04010	心理学导论
PA04015	公共行政学说史（双语）
PA04016	公共管理统计学应用
PA05011	行政组织学
PA05013	行政法
PA05016	社会保障学
PA05018	城市管理学
PA05019	社会组织管理
PA06001	电子政务
PA06010	公共传播学
PA06025N	中国公务员制度
PA06026N	公共预算学
PA06027N	公共关系学
PA06033	公共危机管理
PA06034	社会政策导论
PA06035	科技政策
PA06036	文化与教育政策
PA06041	城市公共事业管理
PA06042	资源与环境管理
PA06043	住房管理与政策
PA06053	行为公共政策
PA06066	地方政府学
PA10015	毕业实习
PA10019	毕业论文
PS04003	行政学说史
PS05012	行政领导学原理
